Id,Afrikaans,AfrikaansIPA,English
4245,"seil","/sˈɛɪl/","sail"
4246,"seker","/sˈiəkər/","1. certainly❄2. probably"
4247,"sekerheid","/sˈiəkərhˌɛɪt/","1. certainty❄2. safety, security"
4248,"sekerlik","/sˈiəkərlək/","certainly"
4249,"seker","/sˈiəkər/","affirm, assure"
4250,"sekondêr","/səkɔndˈæːr/","accessory, adventitious, secondary"
4251,"sekretaresse","/səkrətɑːrˈɛsə/","secretary"
4252,"seks","/sˈɛks/","sex"
4253,"sektor","/sˈɛktɔr/","sector"
4254,"sekuriteitsbeampte","/səkˌyritˈɛɪtsbəʔˌɐmptə/","security officer"
4255,"selde","/sˈældə/","seldom"
4256,"selebrasie","/sˌiələbrˈɑːsi/","celebration"
4257,"self","/sˈælf/","self, herself, himself, itself"
4258,"selfs","/sˈælfs/","even"
4259,"sendeling","/sˈɛndələŋ/","missionary"
4260,"sensitief","/sˌɛnsətˈif/","impressible, sensitive"
4261,"sent","/sˈɛnt/","cent"
4262,"sentimeter","/sˈɛntimˌiətər/","centimetre"
4263,"sentraal","/sɛntrˈɑːl/","central"
4264,"sentrale","/sɛntrˈɑːlə/","exchange, power station"
4265,"sertifikaat","/sˌærtifikˈɑːt/","certificate, testimony"
4266,"sertifiseer","/sˌærtifisˈiər/","affirm, assure"
4267,"servette","/sərfˈɛtə/","napkin"
4268,"ses","/sˈɛs/","six"
4269,"sesde","/sˈɛsdə/","sixth"
4270,"sestien","/sˈɛstin/","sixteen"
4271,"sestig","/sˈɛstəx/","sixty"
4272,"seun","/sˈøən/","1. son❄2. boy, lad, laddie"
4273,"sewe","/sˈiəvə/","seven"
4274,"sewende","/sˈiəvəndə/","seventh"
4275,"sewentien","/sˈiəvəntˌin/","seventeen"
4276,"sewentig","/sˈiəvəntəx/","seventy"
4277,"seën","/sˈiən/","bless"
4278,"siek","/sˈik/","ill, sick"
4279,"sielkundige","/silkˈœndəxə/","psychologist"
4280,"sien","/sˈin/","come across, encounter, meet, see"
4281,"sieraad","/sˈiːrɑːt/","adornment, decoration, ornament"
4282,"sigaar","/səxˈɑːr/","cigar"
4283,"sigaret","/səxɐrˈɛt/","cigarette"
4284,"sigbaar","/sˈəxbɑːr/","visible"
4285,"sigeuner","/səxˈøənər/","gypsy, Gypsy"
4286,"silicium","/sˈilisˌiœm/","silicon"
4287,"silwer","/sˈəlvər/","silver"
4288,"simbool","/səmbˈʊəl/","symbol"
4289,"simfonie","/sˌəmfunˈi/","symphony"
4290,"simpatie","/sˌəmpɐtˈi/","sympathy"
4291,"sin","/sˈən/","sentence"
4292,"sing","/sˈəŋ/","sing"
4293,"sinies","/sˈinis/","cynical"
4294,"sinneloos","/sˈənəlˌʊəs/","absurd"
4295,"sit","/sˈət/","1. lay down, place, put, put down❄2. sit"
4296,"sitkamer","/sˈətkɑːmər/","living‐room, sitting‐room"
4297,"sitplek","/sˈətplæk/","seat"
4298,"situasie","/sˌətʃuˈɑːsi/","1. circumstances, condition, situation❄2. state"
4299,"sjampoe","/ʃɐmpˈuː/","shampoo"
4300,"sjerrie","/ʃˈɛri/","sherry"
4301,"sjimpansee","/ʃəmpɐnsˈiə/","chimpanzee"
4302,"sjokolade","/ʃɔkəlˈɑːdə/","chocolate"
4303,"skaak","/skˈɑːk/","chess"
4304,"skaal","/skˈɑːl/","scale"
4305,"skaamte","/skˈɑːmtə/","shame"
4306,"skaam","/skˈɑːm/","be ashamed"
4307,"skaap","/skˈɑːp/","sheep"
4308,"skaapvleis","/skˈɑːpflɛɪs/","mutton"
4309,"skaars","/skˈɑːrs/","1. barely, hardly, only just, scarcely❄2. rare"
4310,"skade","/skˈɑːdə/","damage"
4311,"skadu","/skˈɑːdy/","1. shadow❄2. shade"
4312,"skakel","/skˈɑːkəl/","1. telephone❄2. link"
4313,"skakering","/skɐkˈiərəŋ/","hue, nuance, shade, tint"
4314,"skandaal","/skɐndˈɑːl/","commotion, scandal"
4315,"skare","/skˈɑːrə/","1. accumulation, crowd, heap, mass, multitude, pile❄2. bevy, collection, group, herd, set❄3. band, gang"
4316,"skat","/skˈɐt/","1. darling❄2. treasure"
4317,"skeef","/skˈiəf/","oblique, slanting"
4318,"skeer","/skˈiər/","shave"
4319,"skema","/skˈiəmɐ/","model, pattern, scheme"
4320,"skemer","/skˈiəmər/","dusk"
4321,"skep","/skˈɛp/","create"
4322,"skerm","/skˈærəm/","screen"
4323,"skerp","/skˈærp/","sharp"
4324,"skets","/skˈɛts/","design, outline, sketch"
4325,"ski","/skˈi/","ski"
4326,"skielik","/skˈilək/","all of a sudden, suddenly"
4327,"skiereiland","/skˈiːrˌɛɪlɐnt/","peninsula"
4328,"skil","/skˈəl/","bark, husk, peel, shell"
4329,"skilderagtig","/skˌəldərˈɐxtəx/","picturesque"
4330,"skildery","/skəldərˈɛɪ/","painting, picture"
4331,"skilpad","/skˈəlpɐt/","tortoise"
4332,"skip","/skˈəp/","ship, vessel"
4333,"skitterend","/skˈətərənt/","bright, brilliant"
4334,"skoen","/skˈun/","shoe"
4335,"skok","/skˈɔk/","agitate, shake, shock"
4336,"skone","/skˈʊənə/","beautiful woman, beauty"
4337,"skool","/skˈʊəl/","1. bevy, collection, group, heap, herd, set❄2. school"
4338,"skoolvakansie","/skˈʊəlfəkˌɐnsi/","school holidays"
4339,"skoon","/skˈʊən/","clean"
4340,"skoonbroer","/skˈʊənbruːr/","brother‐in‐law"
4341,"skoondogter","/skˈʊəndɔxtər/","daughter‐in‐law"
4342,"skoonma","/skˈʊənmɑː/","mother‐in‐law"
4343,"skoonmaak","/skˈʊənmɑːk/","clean, cleanse, make clean, purge"
4344,"skoonmoeder","/skˈʊənmudər/","mother‐in‐law"
4345,"skoonouers","/skˈʊənəʊərs/","parents‐in‐law"
4346,"skoonseun","/skˈʊənsøən/","son‐in‐law"
4347,"skop","/skˈɔp/","kick"
4348,"skottelgoed","/skˈɔtəlxˌut/","forks, knives and spoons"
4349,"skouer","/skˈəʊər/","shoulder"
4350,"skraal","/skrˈɑːl/","1. gaunt, lean, meager, skimpy, skinny, thin❄2. slender, slim"
4351,"skreeu","/skrˈiuː/","cry out, scream, shout"
4352,"skrif","/skrˈəf/","script, writing"
4353,"skriftelik","/skrˈəftələk/","written"
4354,"skryf","/skrˈɛɪf/","write"
4355,"skrywer","/skrˈɛɪvər/","author, writer"
4356,"skuim","/skˈøym/","foam, froth"
4357,"skuld","/skˈœlt/","1. owe❄2. debt"
4358,"skuldig","/skˈœldəx/","guilty"
4359,"skyf","/skˈɛɪf/","1. dial, disc, record❄2. slice"
4360,"skyn","/skˈɛɪn/","appear, appear to be, seem"
4361,"skêr","/skˈæːr/","scissors"
4362,"slaaf","/slˈɑːf/","slave"
4363,"slaag","/slˈɑːx/","succeed"
4364,"slaai","/slˈɑɪ/","salad"
4365,"slaap","/slˈɑːp/","be asleep, sleep"
4366,"slaapkamer","/slˈɑːpkɑːmər/","bedroom"
4367,"slag","/slˈɐx/","1. blow❄2. butcher, slaughter"
4368,"slagoffer","/slˈɐxɔfər/","victim"
4369,"slagter","/slˈɐxtər/","butcher"
4370,"slang","/slˈɐŋ/","serpent, snake"
4371,"slavin","/slɐfˈən/","bondwoman, slave, female slave"
4372,"slee","/slˈiə/","sledge, sleigh"
4373,"sleep","/slˈiəp/","drag, tow"
4374,"sleg","/slˈæx/","1. bad, miserable, nasty, poor❄2. badly"
4375,"slegs","/slˈæxs/","exclusively, just, only"
4376,"sleutel","/slˈøətəl/","key, wrench"
4377,"slim","/slˈəm/","clever, cunning, sly, smart"
4378,"sloot","/slˈʊət/","hole, ditch, pit"
4379,"sluit","/slˈøyt/","close, be closed"
4380,"sluk","/slˈœk/","swallow"
4381,"smaak","/smˈɑːk/","taste"
4382,"smaaklik","/smˈɑːklək/","nice, tasty"
4383,"smeek","/smˈiək/","beseech"
4384,"smôrens","/smˈɔːrəns/","in the morning"
4385,"snags","/snˈɐxs/","at night, by night, during the night"
4386,"snawel","/snˈɑːvəl/","beak, bill"
4387,"sneeu","/snˈiuː/","snow"
4388,"sneeuwit","/snˈiuːvət/","snow white"
4389,"snelheid","/snˈælhɛɪt/","speed"
4390,"snelheidsgrens","/snˈælhɛɪtsxrˌẽns/","speed‐limit, speed limit"
4391,"sny","/snˈɛɪ/","1. clip, cut, shear❄2. slice"
4392,"so","/sˈʊə/","1. about, approximately❄2. so, such, thus"
4393,"soek","/sˈuk/","look for, seek"
4394,"soen","/sˈun/","kiss"
4395,"soet","/sˈut/","gentle, soft, sweet, tender"
4396,"sofa","/sˈʊəfɐ/","sofa"
4397,"sog","/sˈɔx/","sow"
4398,"sokker","/sˈɔkər/","football, soccer"
4399,"sokkie","/sˈɔki/","sock"
4400,"solank","/sʊəlˈɐŋk/","all the time, in the meantime, meanwhile"
4401,"soldaat","/sɔldˈɑːt/","pawn, soldier"
4402,"somer","/sˈʊəmər/","summer"
4403,"sommer","/sˈɔmər/","1. preferably❄2. rather"
4404,"sommige","/sˈɔməxə/","a few, any, some"
4405,"somtyds","/sˈɔmtɛɪts/","several times, sometimes"
4406,"son","/sˈɔn/","sun, sunshine"
4407,"sonde","/sˈɔndə/","sin, transgression"
4408,"sonder","/sˈɔnər/","without"
4409,"sonnig","/sˈɔnəx/","solair, sun, sun‐, of the sun"
4410,"soogdier","/sˈʊəxdiːr/","mammal"
4411,"soort","/sˈʊərt/","kind, sort"
4412,"sorg","/sˈɔrx/","care, see, take care, worry"
4413,"sorgvuldig","/sɔrxfˈœldəx/","careful, tender"
4414,"sosiaal","/suʃiˈɑːl/","social"
4415,"sous","/sˈəʊs/","gravy, sauce"
4416,"sout","/sˈəʊt/","salt"
4417,"sowaar","/suvˈɑːr/","1. absolutely, actually, in fact❄2. genuinly, indeed, really, truly"
4418,"sowat","/sˈʊəvɐt/","about, approximately"
4419,"so","/sˈʊə/","as ... as, so ... as"
4420,"so","/sˈʊə/","just, just now"
4421,"so","/sˈʊə/","such, such a, that kind of"
4422,"spaar","/spˈɑːr/","save, spare"
4423,"spandeer","/spɐndˈiər/","1. dedicate, devote❄2. pay out, spend"
4424,"spanning","/spˈɐnəŋ/","tension, voltage"
4425,"speel","/spˈiəl/","play"
4426,"sperma","/spˈærmɐ/","sperm"
4427,"spesiaal","/spɛʃiˈɑːl/","particular, special"
4428,"spesifiek","/spɛsəfˈik/","specific"
4429,"spierwit","/spˈiːrvət/","snow white"
4430,"spiraal","/spirˈɑːl/","spiral"
4431,"spoed","/spˈut/","1. race, run❄2. speed"
4432,"spoel","/spˈul/","1. bobbin, coil, spool❄2. gargle, rinse"
4433,"spog","/spˈɔx/","boast, brag"
4434,"spook","/spˈʊək/","ghost, phantom"
4435,"sport","/spˈɔrt/","sport"
4436,"sportgrond","/spˈɔrtxrɔːnt/","sports ground"
4437,"spring","/sprˈəŋ/","jump, leap, spring"
4438,"sprinkaan","/sprˈəŋkɑːn/","grasshopper, locust"
4439,"sprong","/sprˈɔŋ/","jump, leap"
4440,"spuug","/spˈyx/","spit"
4441,"spyskaart","/spˈɛɪskɑːrt/","menu"
4442,"staal","/stˈɑːl/","steel"
4443,"staan","/stˈɑːn/","1. abide, bear, carry out, endure, put up with, suffer❄2. stand"
4444,"staat","/stˈɑːt/","1. realm, state❄2. condition"
4445,"stad","/stˈɐt/","city, town"
4446,"stadigaan","/stˈɑːdəxˌɑːn/","gradually, little by little"
4447,"staf","/stˈɐf/","staff"
4448,"staking","/stˈɑːkəŋ/","strike"
4449,"stalhings","/stˈɐlhəŋs/","stallion"
4450,"stam","/stˈɐm/","1. stem, trunk, tree‐trunk❄2. tribe"
4451,"stamboom","/stˈɐmbʊəm/","generation"
4452,"standaard","/stɐndˈɑːrt/","norm, standard"
4453,"standbeeld","/stˈɐntbiəlt/","statue"
4454,"standpunt","/stˈɐntpœnt/","viewpoint"
4455,"stap","/stˈɐp/","march, walk"
4456,"stapel","/stˈɑːpəl/","1. accumulation, crowd, heap, mass, multitude, pile❄2. stack"
4457,"stapper","/stˈɐpər/","stroller"
4458,"stasie","/stˈɑːsi/","station"
4459,"steeds","/stˈiəts/","always, ever"
4460,"steel","/stˈiəl/","steal"
4461,"steenkool","/stˈiəŋkʊəl/","coal"
4462,"stelling","/stˈæləŋ/","essay, thesis"
4463,"stelsel","/stˈælsəl/","system"
4464,"stem","/stˈɛm/","voice"
4465,"ster","/stˈær/","1. star❄2. celebrity"
4466,"sterf","/stˈærf/","1. march off, retreat, withdraw❄2. pass away❄3. die, expire"
4467,"sterk","/stˈærk/","strong"
4468,"stert","/stˈært/","tail"
4469,"stewig","/stˈiəvəx/","1. firm, robust, sturdy❄2. solid"
4470,"stiefbroer","/stˈifbruːr/","step‐brother"
4471,"stiefdogter","/stˈifdɔxtər/","step‐daughter"
4472,"stiefkind","/stˈifkənt/","step‐child"
4473,"stiefmoeder","/stˈifmudər/","step‐mother"
4474,"stiefsuster","/stˈifsœstər/","step‐sister"
4475,"stiefvader","/stˈiffɑːdər/","step‐father"
4476,"stilhou","/stˈəlhəʊ/","halt, come to a halt, stop"
4477,"stilswygend","/stəlswˈɛɪxənt/","silently"
4478,"stoel","/stˈul/","chair"
4479,"stoep","/stˈup/","porch, veranda"
4480,"stok","/stˈɔk/","baton, cane, stick"
4481,"stop","/stˈɔp/","halt, stop"
4482,"storie","/stˈʊəri/","account, narrative, story, tale"
4483,"stort","/stˈɔrt/","shower"
4484,"straat","/strˈɑːt/","street"
4485,"straf","/strˈɐf/","punishment"
4486,"strak","/strˈɐk/","strained"
4487,"strand","/strˈɐnt/","beach"
4488,"strandwolf","/strˈɐntvɔlf/","hyaena"
4489,"strategies","/strɐtˈiəxis/","strategic"
4490,"streek","/strˈiək/","region"
4491,"strek","/strˈæk/","run"
4492,"stroom","/strˈʊəm/","flow"
4493,"struik","/strˈøyk/","bush, shrub"
4494,"struktuur","/strœktˈyr/","structure"
4495,"studeer","/stydˈiər/","study"
4496,"student","/stydˈɛnt/","academic, student"
4497,"studie","/stˈydi/","study"
4498,"stuk","/stˈœk/","1. fragment, lump, piece❄2. part, Parthian, share❄3. bit"
4499,"stukkend","/stˈœkənt/","1. broken, out of order❄2. damaged"
4500,"stuur","/stˈyːr/","send, transmit"
4501,"styg","/stˈɛɪx/","1. ascend, get up, go up, lift, rise, arise❄2. accrue, advance, increase❄3. climb"
4502,"styl","/stˈɛɪl/","style"
4503,"subsidie","/sœbsˈidi/","subsidy"
4504,"suggestie","/sœxˈɛsti/","1. the power of suggestion❄2. suggestion"
4505,"suide","/sˈøydə/","south"
4506,"suidelik","/sˈøydələk/","south, southern"
4507,"suidwaarts","/sˈøytvɑːrts/","south, southward, southwards"
4508,"suiker","/sˈøykər/","sugar"
4509,"suikerriet","/sˈøykərˌit/","sugar‐cane"
4510,"suip","/sˈøyp/","drink, drink to excess"
4511,"suiwer","/sˈøyvər/","pure"
4512,"sukses","/sœksˈɛs/","achievement, success"
4513,"sultan","/sˈœltɐn/","sultan"
4514,"supermark","/sˈypərmˌɐrk/","supermarket"
4515,"surplus","/sˈœrplœs/","surplus"
4516,"suster","/sˈœstər/","1. nurse❄2. sister"
4517,"susterskind","/sˈœstərskˌənt/","1. niece❄2. nephew"
4518,"suurlemoen","/sˈyrləmˌun/","lemon"
4519,"suurlemoensap","/sˈyrləmˌunsɐp/","lemon juice"
4520,"swaai","/swˈɑɪ/","brandish, fling, swing, wave, wave about"
4521,"swaan","/swˈɑːn/","swan"
4522,"swaar","/swˈɑːr/","burdensome, heavy, onerous"
4523,"swaer","/swˈɑːr/","brother‐in‐law"
4524,"swak","/swˈɐk/","faint, light, weak"
4525,"swanger","/swˈɐŋər/","1. pregnant❄2. with young"
4526,"swart","/swˈɐrt/","black"
4527,"swarte","/swˈɐrtə/","Negro"
4528,"sweer","/swˈiər/","swear"
4529,"swem","/swˈɛm/","float, swim"
4530,"swembad","/swˈɛmbɐt/","pool, swimming‐bath, swimming‐pool"
4531,"swerf","/swˈærf/","migrate, roam, wander, wander about"
4532,"swerm","/swˈærəm/","swarm"
4533,"swerwer","/swˈærvər/","Bedouin"
4534,"swyn","/swˈɛɪn/","hog, pig, swine"
4535,"sy","/sˈɛɪ/","1. his❄2. her, its, their❄3. she"
4536,"syfer","/sˈɛɪfər/","cipher, digit, figure, numeral"
4537,"syne","/sˈɛɪnə/","his"
4538,"sy","/sˈɛɪ/","defecate"
4539,"sê","/sˈeː/","say, tell"
4540,"taak","/tˈɑːk/","job, assigned job, task"
4541,"taal","/tˈɑːl/","language, tongue"
4542,"taamlik","/tˈɑːmlək/","1. a little, rather, some, somewhat, to some extent❄2. fairly, relatively❄3. enough, quite, sufficiently"
4543,"tabak","/tɐbˈɐk/","tobacco"
4544,"tafel","/tˈɑːfəl/","table"
4545,"tafeldoek","/tˈɑːfəldˌuk/","table‐cloth"
4546,"tafelskuimer","/tˈɑːfəlskˌøymər/","cadger, parasite, sponger"
4547,"tagtig","/tˈɐxtəx/","eighty"
4548,"tak","/tˈɐk/","bough, branch"
4549,"takbok","/tˈɐkbɔk/","deer"
4550,"taksisboom","/tˈɐksəsbˌʊəm/","yew‐tree"
4551,"tamatie","/tɐmˈɑːti/","tomato"
4552,"tandarts","/tˈɐntɐrts/","dentist"
4553,"tandpyn","/tˈɐntpɛɪn/","toothache"
4554,"tans","/tˈɐns/","at present, now"
4555,"tant","/tˈɐnt/","aunt"
4556,"taxi","/tˈɐksi/","taxi"
4557,"taxibestuurder","/tˈɐksibəstˌyːrdər/","taxidriver, taxi‐driver"
4558,"taxidrywer","/tˈɐksidrˌɛɪvər/","taxidriver, taxi‐driver"
4559,"te","/tˈə/","too, too much"
4560,"teater","/tiˈɑːtər/","theatre"
4561,"tee","/tˈiə/","tea"
4562,"teel","/tˈiəl/","breed, keep, raise, rear"
4563,"teen","/tˈiən/","1. at, by, on, upon❄2. across from, against, in exchange for, opposed to, opposite"
4564,"teengif","/tˈiənxəf/","antidote"
4565,"teenoorgesteld","/tiənˈʊərxəstˌælt/","1. reverse, reversed❄2. adverse, alien, contrary❄3. opposite"
4566,"teenstelling","/tˈiənstæləŋ/","antithesis, contradistinction, contrast, opposition"
4567,"teenwoordigheid","/tiənvˈʊərdəxˌɛɪt/","presence"
4568,"teer","/tˈiər/","dainty, delicate, fine, refined"
4569,"tegelyk","/təxəlˈɛɪk/","1. all the time, in the meantime, meanwhile❄2. at the same time"
4570,"tegnies","/tˈæxnis/","technical"
4571,"tegnologie","/tˌæxnuluxˈi/","technology"
4572,"teken","/tˈiəkən/","1. mark, sign, signal, token❄2. character"
4573,"teks","/tˈɛks/","lyric, text"
4574,"tel","/tˈæl/","count"
4575,"telefoon","/tæləfˈʊən/","telephone"
4576,"telegrafeer","/tæləxrɐfˈiər/","telegraph"
4577,"telegram","/tæləxrˈɐm/","telegram"
4578,"televisie","/tæləvˈisi/","television, TV"
4579,"televisiestel","/tæləvˈisistˌæl/","TV set, television set"
4580,"telraam","/tˈælrɑːm/","abacus, ball‐frame, counting‐frame"
4581,"tempel","/tˈɛmpəl/","temple"
4582,"temperatuur","/tˌɛmprɐtˈyr/","temperature"
4583,"tenk","/tˈɛŋk/","cistern, tank"
4584,"tennis","/tˈɛnəs/","tennis"
4585,"tensy","/tɛnsˈɛɪ/","unless"
4586,"tent","/tˈɛnt/","tent"
4587,"ten","/tˈɛn/","chase, hunt after, hunt for, pursue"
4588,"ten","/tˈɛn/","at least"
4589,"ten","/tˈɛn/","1. as to, as regards, concerning❄2. toward, towards, with reference to"
4590,"ten","/tˈɛn/","1. despite, in spite of, notwithstanding❄2. defiantly"
4591,"term","/tˈærəm/","term"
4592,"tert","/tˈært/","pie, tart"
4593,"terug","/trˈœx/","back"
4594,"terugbesorg","/trˈœxbəsˌɔrx/","give back, return"
4595,"terugkom","/trˈœxkˌɔm/","come back, return"
4596,"terwyl","/tərvˈɛɪl/","for, during, whereas, while, whilst"
4597,"tevrede","/təfrˈiədə/","contented, pleased, satisfied"
4598,"te","/tˈə/","afoot, on foot"
4599,"tien","/tˈin/","ten"
4600,"tier","/tˈiːr/","1. leopard❄2. tiger"
4601,"tikster","/tˈəkstər/","typist"
4602,"tipe","/tˈipə/","type"
4603,"tipies","/tˈipis/","1. characteristic❄2. typical"
4604,"tjek","/tʃˈɛk/","check, cheque"
4605,"tjekboek","/tʃˈɛkbuk/","cheque‐book"
4606,"toe","/tˈu/","1. at, to, toward, towards❄2. closed, shut❄3. now, well, well then❄4. then"
4607,"toegang","/tˈuxɐŋ/","entrance, portal"
4608,"toeganklik","/tuxˈɐŋklək/","accessible"
4609,"toekoms","/tˈukɔms/","future"
4610,"toemaak","/tˈumɑːk/","close, shut"
4611,"toepas","/tˈupɐs/","apply, practice"
4612,"toeristeburo","/turˈəstəbyrˌʊə/","tourist bureau"
4613,"toernooi","/turnˈʊɪ/","tournament"
4614,"toeskouer","/tˈuskəʊər/","spectator"
4615,"toespreek","/tˈuspriək/","accost, address"
4616,"toestand","/tˈustɐnt/","1. circumstances, condition, situation❄2. state"
4617,"toestel","/tˈustæl/","apparatus, device, set"
4618,"toeter","/tˈutər/","hooter"
4619,"toetree","/tˈutriə/","join"
4620,"toets","/tˈuts/","test"
4621,"toevlugsoord","/tˈuflœxsˌʊərt/","1. asylum❄2. place of refuge, shelter"
4622,"toevoeg","/tˈufux/","add"
4623,"tog","/tˈɔx/","certainly, indeed, rather, surely"
4624,"toilet","/tɔɪlˈɛt/","toilet"
4625,"toneel","/tunˈiəl/","scene"
4626,"toneelspel","/tunˈiəlspæl/","acting"
4627,"tongvis","/tˈɔŋfəs/","sole"
4628,"toon","/tˈʊən/","1. indicate, point out, show❄2. toe❄3. tone"
4629,"toonbank","/tˈʊənbɐŋk/","counter"
4630,"top","/tˈɔp/","agreed, okay"
4631,"toring","/tˈʊərəŋ/","castle, tower"
4632,"tot","/tˈɔt/","until, till"
4633,"totaal","/tutˈɑːl/","overall, total"
4634,"totdat","/tˈɔdɐt/","until, till"
4635,"tot","/tˈɔt/","until, till"
4636,"tot","/tˈɔt/","bye, goodbye, so long"
4637,"tou","/tˈəʊ/","file, line, rank, row, turn"
4638,"towenaar","/tˈʊəvənˌɑːr/","enchanter, magician, sorcerer, warlock, wizard"
4639,"tower‐","/tˈʊəvər/","magic"
4640,"traan","/trˈɑːn/","tear"
4641,"tradisie","/trɐdˈisi/","tradition"
4642,"tradisioneel","/trɐdˌiʃiunˈiəl/","traditional"
4643,"tragedie","/trɐxˈiədi/","tragedy"
4644,"transparant","/trɐnspərˈɐnt/","transparant"
4645,"trap","/trˈɐp/","staircase, stairs"
4646,"trawant","/trɐvˈɐnt/","satellite"
4647,"tref","/trˈɛf/","catch, hit, run across, strike"
4648,"trein","/trˈɛɪn/","train"
4649,"trek","/trˈæk/","drag, draw, haul, pull, tug"
4650,"trommel","/trˈɔməl/","drum"
4651,"troos","/trˈʊəs/","1. comfort, console❄2. consolation"
4652,"trop","/trˈɔp/","1. bevy, collection, group, heap, herd, set❄2. flock"
4653,"tropies","/trˈʊəpis/","tropical"
4654,"trots","/trˈɔts/","proud"
4655,"trottoir","/(fr)tʁɔtwˈaʁ(af)/","pavement, sidewalk"
4656,"trou","/trˈəʊ/","marry, be married, get married"
4657,"tuin","/tˈøyn/","garden"
4658,"tuinmaak","/tˈøynmɑːk/","gardening"
4659,"tuis","/tˈøys/","at home"
4660,"tulp","/tˈœlp/","tulip"
4661,"tussen","/tˈœsən/","among, between"
4662,"twaalf","/twˈɑːlf/","twelve"
4663,"twak","/twˈɐk/","tobacco"
4664,"twee","/twˈiə/","two"
4665,"tweede","/twˈiədə/","second"
4666,"tweekeer","/twˈiəkiər/","twice"
4667,"tweeling","/twˈiələŋ/","twin"
4668,"twintig","/twˈəntəx/","twenty"
4669,"twyfel","/twˈɛɪfəl/","doubt"
4670,"tyd","/tˈɛɪt/","time, while"
4671,"tydelik","/tˈɛɪdələk/","1. provisional, temporary❄2. for the time being, temporarily"
4672,"tydens","/tˈɛɪdəns/","for, during, whereas, while, whilst"
4673,"tydperk","/tˈɛɪtpærk/","age, epoch, era"
4674,"tydskrift","/tˈɛɪtskrəft/","1. periodical❄2. magazine, revue"
4675,"u","/ˈy/","1. your❄2. thee, you❄3. thou❄4. ye"
4676,"ui","/ˈøy/","onion"
4677,"uit","/ˈøyt/","from, out of"
4678,"uitbeeld","/ˈøytbˌiəlt/","depict, represent"
4679,"uitdaging","/ˈøydɑːxəŋ/","challenge"
4680,"uitdeel","/ˈøytdˌiəl/","deal, distribute"
4681,"uitdruk","/ˈøytdrœk/","express"
4682,"uitdrukking","/ˈøytdrœkəŋ/","expression"
4683,"uiteindelik","/øytˈɛɪndələk/","at last, finally, ultimately"
4684,"uitgaan","/ˈøytxˌɑːn/","exit, go out"
4685,"uitgawe","/ˈøytxˌɑːvə/","edition"
4686,"uitgee","/ˈøytxiə/","issue, publish"
4687,"uitgeput","/ˈøytxəpˌœt/","exhausted, used up"
4688,"uitgesluit","/ˈøytxəslˌøyt/","exclusive"
4689,"uitgestrek","/ˈøytxəstrˌæk/","extensive, spacious, vast, wide"
4690,"uitgewer","/ˈøytxiəvər/","publisher"
4691,"uithaal","/ˈøythˌɑːl/","1. draw out, drive out, express, utter, give utterance to, pull out❄2. collect, gather, pick up"
4692,"uithou","/ˈøythˌəʊ/","abide, bear, carry out, endure, put up with, suffer"
4693,"uitleen","/ˈøytlˌiən/","advance, lend"
4694,"uitnodiging","/ˈøytnˌʊədəxəŋ/","invitation"
4695,"uitnooi","/ˈøytnˌʊɪ/","invite"
4696,"uitpak","/ˈøytpˌɐk/","unpack"
4697,"uitroei","/ˈøytrˌuɪ/","exterminate, wipe out"
4698,"uitrusting","/ˈøytrˌœstəŋ/","accoutrement, accoutrements, equipment"
4699,"uitsig","/ˈøytsˌəx/","view"
4700,"uitslag","/ˈøytslˌɐx/","conclusion, effect, result"
4701,"uitsluit","/ˈøytslˌøyt/","exclude"
4702,"uitsonderlik","/øytsˈɔnərlək/","exceptional"
4703,"uitspraak","/ˈøytsprˌɑːk/","pronunciation"
4704,"uitstalling","/ˈøytstˌɐləŋ/","exhibition, exposition"
4705,"uitstappie","/ˈøytstˌɐpi/","excursion, outing, sightseeing trip"
4706,"uitstekend","/øytstˈiəkənt/","fine, very well"
4707,"uitvind","/ˈøytfˌənt/","invent"
4708,"uitvoer","/ˈøytfˌuːr/","export"
4709,"uniek","/ynˈik/","unique"
4710,"uniform","/ˈynifˌɔrəm/","uniform"
4711,"universiteit","/yniværsitˈɛɪt/","university"
4712,"uraan","/yrˈɑːn/","uranium"
4713,"uself","/ysˈælf/","yourself"
4714,"uur","/ˈyr/","hour, o'clock, time"
4715,"u","/ˈy/","yours"
4716,"vader","/fˈɑːdər/","father"
4717,"vak","/fˈɐk/","branch, compartment, department, pigeonhole, section, speciality"
4718,"vakant","/fɐkˈɐnt/","vacant"
4719,"val","/fˈɐl/","drop, fall"
4720,"valk","/fˈɐlk/","falcon"
4721,"vals","/fˈɐls/","false"
4722,"vampier","/fˈɐmpiːr/","vampire"
4723,"van","/fˈɐn/","1. surname❄2. about, concerning, on, upon"
4724,"vanaand","/fɐnˈɑːnt/","this evening"
4725,"vanaf","/fˈɐnɐf/","from, since"
4726,"vandag","/fɐndˈɐx/","today"
4727,"vang","/fˈɐŋ/","capture, catch, grapple"
4728,"vanmiddag","/fɐnmˈədɐx/","this afternoon"
4729,"van","/fˈɐn/","from, out of"
4730,"van","/fˈɐn/","naturally"
4731,"variasie","/vɐriˈɑːsi/","variety"
4732,"vark","/fˈɐrk/","hog, pig, swine"
4733,"varkie","/fˈɐrki/","piglet"
4734,"vars","/fˈɐrs/","fresh, recent"
4735,"vars","/fˈɐrs/","fresh water"
